X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
43497,0,0.336671964,31,0,0.341332103,6500,8,0,1,0,2
141978,0,0.403198934,35,0,0.134960306,3400,3,0,0,0,2
108209,0,0.246590092,59,0,0.093886771,28331,14,0,1,0,3
82511,0,0.021242022,75,0,0.091398539,7800,12,0,1,0,0
82724,0,0.027059605,69,0,0.28241865,4117,11,0,2,0,1
58589,0,0.00649159,74,0,0.512905912,1200,11,0,1,0,0
74876,0,0.116719393,72,0,1402,,19,0,1,0,0
88323,0,0.06923257,53,0,0.074348684,14700,7,0,2,0,2
38320,0,0,23,0,0,861,2,0,0,0,0
56849,1,1.472636816,72,0,0.640021817,16500,5,3,4,0,1
51805,0,0.051562699,36,0,0.307724356,12000,9,0,3,0,1
126601,0,0.115802598,48,0,0.147501213,2060,6,0,0,0,0
26648,0,0.362489352,47,0,0.394753816,4650,8,0,1,0,0
113120,0,0.042188986,61,0,1466,,8,0,1,0,
56976,0,0.077988002,32,0,15,,2,0,0,0,
76853,0,0.350716198,48,1,1.088691796,4058,17,0,2,0,1
31227,0,0.058512771,69,0,3668,,3,0,1,0,0
29713,0,0.013589395,75,0,0.039245094,8000,6,0,0,0,0
16290,1,0.152292821,60,6,0.682263547,5000,23,0,2,0,0
85925,0,0.371268548,75,0,0.81859896,9806,20,0,6,0,0
48993,0,0.510303399,49,0,0.363178945,7750,9,0,2,0,0
74519,0,0.649059112,51,1,0.144469526,3100,8,0,0,0,0
133797,0,0.186110994,34,0,0.346561859,28750,15,0,4,0,2
10881,1,0.124760567,28,0,0.841541756,1400,6,0,0,0,0
77154,0,0.136462118,53,0,0.301706558,9316,15,0,3,0,1
27241,0,0.9999999,78,0,0,,0,0,0,0,0
23427,0,0.04437784,33,0,0.280253685,5833,11,0,2,0,0
89784,1,0.01754386,64,2,3155,,11,0,3,1,0
129002,0,0.257603595,57,0,0.313247307,8446,25,0,3,0,2
116150,0,0.184435702,59,0,0.062144268,8608,11,0,0,0,1
87014,0,0.003503722,41,0,0.752099832,4166,10,0,2,0,2
149123,0,0.743645408,34,0,2951,,10,0,1,0,0
25230,0,0,58,0,0.016126235,5766,7,0,0,0,0
52114,0,0.001295638,62,0,0.24611327,7203,3,0,1,0,1
119896,0,0.016758949,62,0,0.009996298,2700,7,0,0,0,0
66567,0,0.028717703,54,0,2711,,10,0,1,0,3
90554,1,0.9999999,32,0,449,,3,2,0,0,0
66836,0,0.570053743,45,2,0.259914078,6051,7,0,0,0,1
116433,0,0.096028964,46,0,0.23482809,13000,9,0,1,0,2
87009,0,0.142168294,34,0,0.280647465,4200,8,0,0,0,0
106290,0,0,45,0,0.066466047,53500,12,0,3,0,2
125958,1,0.027292512,33,0,0.032928943,7500,4,0,0,0,0
118403,0,0,40,1,0.234481797,7168,7,0,2,0,2
126338,0,0.9999999,22,0,0,2133,0,0,0,0,0
44567,0,0.747508306,23,2,0.188632105,1600,2,1,0,0,0
63695,0,0.411515971,82,0,961,,6,0,0,0,0
19810,0,0.9999999,65,0,0.194196429,3135,8,0,0,0,0
121459,0,0.9999999,46,0,1016,,2,0,0,0,0
136013,0,0.427047142,45,1,0.849875156,3203,7,0,1,0,1
128830,0,0.24435227,34,0,0.224758767,4248,4,0,1,0,0
71888,0,0.264580263,59,0,0.272789667,16026,15,0,2,0,0
115050,0,0.530822951,60,0,0.52304336,11000,15,0,3,0,1
113088,0,0.9999999,51,0,0,2500,0,0,0,0,0
116465,0,0.62359128,50,0,0.428679018,19916,8,0,1,0,3
22568,0,0.05043195,53,0,0.205828571,8749,7,0,1,0,1
130625,0,0.929691894,68,0,0.663185379,2680,7,0,2,0,0
126511,0,0.274922647,45,2,0.600375738,3725,8,0,2,0,2
76217,0,0.141765844,31,0,0.407026564,3500,6,0,1,0,2
39754,0,0.019070975,57,0,24,,2,0,0,0,0
35963,0,0.019134618,86,0,0.004180298,5501,9,0,0,0,0
88003,0,0.110752192,39,2,1453,,10,0,2,0,0
147331,0,0.651497074,55,0,0.619380619,1000,2,0,0,0,0
92756,1,0.920114123,42,2,0.326701688,8946,4,2,1,2,0
113502,0,0.01207863,62,0,40,,4,0,0,0,0
54784,0,0.572994135,60,0,0.542247332,7964,11,0,4,0,0
45007,0,0.122109115,60,0,0.092685178,13000,6,0,1,0,0
52205,0,0.497284561,55,0,0.357561793,9547,13,0,2,0,1
135238,0,0.083309525,64,0,0.112794876,6400,7,0,0,0,0
38762,0,0.188664916,44,0,0.038830716,4583,2,0,0,0,0
62903,0,0.009469559,91,0,0.008257279,2300,4,0,0,0,0
57190,0,0.11340806,62,0,1.096179183,1517,12,0,1,0,0
128522,0,0.971458844,60,2,0.294754143,7300,3,0,2,0,2
138885,0,0,67,0,0.107122008,3425,5,0,0,0,1
132963,0,0.100228403,64,0,0.10479476,20000,9,0,2,0,0
143181,0,0.01649725,33,0,1941,,3,0,1,0,0
69183,0,0.393000574,29,0,0.136137891,3422,4,0,0,0,1
35574,1,0.539984348,31,0,0.52707152,10933,11,0,1,0,2
15075,0,0.010080313,76,0,0.00739926,10000,23,0,0,0,0
132603,0,0.065381678,47,2,0.414865684,4950,15,0,2,0,0
100863,0,0.032906053,75,0,0.274353877,4023,8,0,1,0,2
74335,0,0.009090634,57,0,144,,3,0,0,0,0
131196,0,0.001653814,64,0,1641,,9,0,2,0,0
68341,0,0.111291829,57,0,0.36179411,3700,6,0,2,0,4
99961,0,0.021874512,39,0,0.186994609,11871,9,0,2,0,2
78590,0,0.982000706,31,0,0.566527524,7665,7,0,2,0,0
61502,0,0.022314891,53,0,0.269642642,8310,9,0,1,0,1
102318,0,0.526434441,31,0,0.074611399,2894,3,0,0,0,0
51742,0,0.035975397,78,0,72,,5,0,0,0,0
119908,0,0.256780098,48,0,0.345176045,9400,6,0,2,0,3
12186,1,0.976736593,32,3,0.932092382,2900,12,3,1,0,0
46631,0,0.9999999,37,0,0,6666,2,2,0,0,1
138856,0,0.615107428,31,0,0.121487851,10000,9,0,0,0,0
137328,0,0,40,0,0.454193226,8000,9,0,1,0,3
109351,0,0.099322167,78,0,0.333579472,5416,8,0,2,0,0
84742,0,0,51,0,0.103393844,3800,5,0,0,0,0
105756,0,0.077185088,51,0,0.121572212,6563,6,0,1,0,1
110884,1,0.018542327,53,0,0.47189729,10514,9,0,3,0,0
31431,0,0.251357113,35,0,0.448896984,4940,13,0,1,0,2
149200,0,0.392249233,50,0,2455,,8,0,2,0,0
18810,0,0.013539919,69,0,0.005624414,9600,10,0,0,0,0
135754,0,0.9999999,23,0,4,,1,0,0,0,0
103206,0,0.01061305,74,0,0.060411311,10113,9,0,0,0,0
84748,0,0.153615399,51,0,4935,,7,0,2,0,3
80963,0,0.002494662,79,0,0.004798081,2500,7,0,0,0,0
117371,0,0.465124578,53,0,1.255355613,2333,8,0,1,0,2
13070,0,0.584587598,37,0,3417,,12,0,2,0,0
138422,0,0.002099522,57,0,0.208442739,4950,11,0,0,0,2
29166,0,0.532640659,34,0,0.524224558,3900,6,0,1,0,0
41023,1,0.496733479,33,1,0.320852296,4833,7,0,2,0,1
113440,0,0.099096614,37,0,0.010497376,4000,6,0,0,0,0
100612,0,0.974935004,34,0,0.048904645,11000,8,0,0,0,0
80943,0,0.892783038,43,0,0.555760709,10831,15,0,1,0,2
93689,0,0,68,0,0.008088979,2966,1,1,0,0,0
58655,0,0.273790964,37,0,0.204322796,9900,11,0,1,0,0
44173,0,0.293327478,59,0,0.740503798,2500,4,0,0,0,0
109619,0,0.9999999,24,0,0,3231,0,0,0,0,0
131343,0,0.412109969,31,0,0.387447604,8826,13,0,3,0,0
88054,0,1.07846077,28,0,0.149266992,2250,2,0,0,0,0
93847,0,0.060705824,83,0,0.03062302,1893,3,0,0,0,0
94998,0,0.022655638,72,0,41,,5,0,0,0,0
84128,0,0.618717825,54,2,1.065423163,3591,20,0,1,0,0
136044,1,0.9999999,67,1,0.131939685,2917,0,0,0,0,0
74373,0,0.069091416,62,0,2317,,6,0,1,0,1
41350,0,0.140495804,58,1,0.240335793,14770,12,0,2,0,4
130271,0,0.90219071,44,0,0.087221095,3450,6,0,0,0,4
89867,0,0.232434871,46,0,0.451677405,4500,10,0,1,0,3
453,0,0.50329934,55,0,0.454057468,3166,5,0,2,0,0
41274,0,0.113819045,78,0,0.105671965,5535,15,0,0,0,0
116178,0,0.096455335,59,0,1481,0,6,0,2,0,0
133046,0,0.009891207,54,0,0.078165561,10400,12,0,0,0,2
66898,0,0.359686537,63,0,2140,,5,0,1,0,1
18384,0,0.1059688,37,1,0.430610959,4762,9,0,1,0,1
85328,0,0.063204023,33,0,0.267211569,6361,6,0,1,0,1
50936,0,0.076021999,72,0,94,,5,0,0,0,0
34477,0,0.9999999,46,0,0.20726519,9166,3,0,2,0,0
39852,0,0.405334886,58,4,0.543361521,16200,15,0,2,0,4
135529,0,0.727799025,63,0,1.005708849,2101,9,0,1,0,0
23612,0,0.109559652,33,0,0.149952033,13550,8,0,1,0,3
105931,0,0.09703824,41,1,3464,,8,0,1,1,0
105717,0,0.921527546,62,3,0.737161036,6600,16,0,3,0,0
28597,0,0.576978581,64,0,0.598770852,15945,20,0,4,0,1
54238,0,0,38,0,2863,,6,0,3,0,0
83455,0,0.209879961,42,0,1.06932409,7500,27,0,7,0,2
105016,0,0.627540021,41,0,0.650562266,2400,13,0,2,0,0
146588,0,0.041997708,66,0,0.031413613,4201,14,0,0,0,0
14306,0,0.555159237,60,0,0.493400155,14166,18,0,1,0,0
94724,0,0.138132882,63,0,1435,,9,0,1,0,0
55813,0,0.175929628,35,0,1341,,8,0,1,0,1
119888,0,0.013564824,56,0,0.958027981,1500,5,0,1,0,2
83651,0,0.142011682,69,0,0.234549091,10500,19,0,1,0,0
18434,0,0.081200527,51,0,0.402919416,5000,14,0,1,0,0
67193,0,0,40,0,0,12500,5,0,0,0,3
72347,0,0.015651796,47,0,0.289869123,4125,7,0,1,0,0
73221,0,0.25274945,66,0,0.517186251,1250,3,0,0,0,0
144381,0,0.007162403,57,0,0.310144622,9472,9,0,1,0,1
47090,0,0,35,0,0.047317561,3000,4,0,0,0,0
51661,0,0.022145923,63,0,135,0,7,0,0,0,0
40561,0,0.148841512,54,0,0.650264951,2641,19,0,1,0,2
144260,0,0.261726802,47,0,0.359433569,2400,6,0,0,0,4
139850,0,0.128205662,62,0,0.222581447,16083,8,0,2,0,0
82739,0,0.016029834,52,0,0.026933102,1150,3,0,0,0,2
103356,1,0.882154469,66,1,0.302232589,3000,6,0,0,3,0
131272,0,0.086172287,63,0,0.574820369,3200,13,0,1,0,0
149429,0,0.217634953,31,0,0.460384904,4000,9,0,2,0,0
84523,0,0.447730483,62,1,0.464223156,22835,24,0,4,0,0
70460,0,0.160393584,63,0,0.460835807,4378,14,0,1,0,0
42141,0,0.076230575,84,0,82,,2,0,0,0,0
77118,0,0.169755298,37,0,0.449726467,5300,16,0,2,0,2
82326,0,0.268744576,60,0,0.242875712,10000,6,0,1,0,0
7462,0,0.495811037,73,0,2455,,10,0,1,0,0
32116,0,0.014925373,64,0,0.487302539,5000,10,0,2,0,0
36640,0,0.091996933,75,0,534,,2,0,0,0,0
63934,1,0.984422692,66,0,0.268888206,6511,8,1,0,1,0
17275,0,0.074353903,64,0,2198,,4,0,1,0,
86123,0,0.028543357,66,0,0.085242325,6416,11,0,1,0,0
125992,0,0.041497406,45,0,0.302441838,5200,9,0,1,0,2
67366,0,0.075165831,64,0,0.241447605,5553,8,0,1,0,0
38577,0,0.24625775,61,0,479,0,8,0,0,0,0
118976,0,0.396460354,48,0,0.671943345,4800,5,0,2,0,0
100597,0,0.122574194,39,0,1820,,12,0,1,0,0
3091,0,0,52,0,0.235273117,2800,4,0,0,0,0
63605,0,0.344960986,60,1,0.331073849,2802,10,0,1,1,0
51023,0,1.079621976,54,1,0.950224109,4238,7,0,2,0,1
107183,0,0.041622399,30,0,0.418663659,3546,7,0,1,0,0
25705,0,0.588168409,53,0,1.047229791,1100,17,0,0,0,0
133275,0,0.006547706,59,0,3570,,11,0,2,0,0
30075,0,0.9999999,35,0,0.531862193,4440,3,0,1,0,0
39493,0,0.831168831,46,0,0.657747721,3400,8,2,1,0,1
76538,0,0.018202841,87,0,0.07436794,7435,5,0,0,0,0
62881,0,0.256159234,61,0,0.402761247,4200,11,0,0,0,0
27320,0,0.599902,42,0,3455,,13,0,2,0,0
40577,1,0.445925679,31,0,0.009140982,8532,6,0,0,1,2
88333,0,0.95966908,47,0,0.147733149,5800,3,0,1,0,1
66224,0,0.038986276,46,0,0.283452758,6000,11,0,1,0,1
93639,0,0.00738242,77,0,0.076073914,4166,9,0,0,0,0
106415,0,0.004968712,49,0,0.55129731,4200,17,0,2,0,0
103854,0,0.321570368,31,0,0.068515295,8041,10,0,0,0,0
20127,0,0.376335159,58,0,0.440322143,11050,25,0,0,0,0
36837,0,0.270729271,33,0,150,,2,0,0,0,0
31817,0,0.001607447,67,0,0.133457336,4300,7,0,0,0,0
5752,0,0.9999999,82,0,0,,0,0,0,0,0
149337,0,0.90542471,41,2,0.453899028,4218,11,2,0,1,1
96596,0,0.054484158,53,0,0.008779631,6833,4,0,0,0,0
116241,0,0.048079038,78,0,71,,8,0,0,0,0
2191,0,0.118114054,26,0,734,,5,0,0,0,
124932,0,0.128092642,35,0,0.507295174,9800,9,0,2,0,0
29297,0,0.034426193,74,0,0.012035011,3655,7,0,0,0,0
20523,0,0.9999999,50,0,837,,2,0,1,0,0
70436,0,0.628273189,51,0,0.275862069,7800,9,0,0,0,3
90003,0,0.053710875,55,0,1569,,6,0,1,0,0
137582,0,0.0095748,45,0,397,,6,0,0,0,0
28057,0,0.029291857,65,0,0.145895828,11000,11,0,1,0,0
116,0,0.00750765,74,0,7,,4,0,0,0,0
114804,0,9.09E-05,39,0,0.555260361,5645,7,0,1,0,2
60461,1,0.360271979,61,0,0.277280702,11399,17,0,1,0,0
22142,1,0.892788838,59,2,1.100557585,5200,10,0,3,0,2
10699,0,0.9999999,58,1,0.418889161,4086,4,0,3,0,0
103499,0,0.9999999,75,0,21,,11,0,0,0,0
81421,0,0.796416287,44,0,0.628842789,4000,4,0,2,0,2
20911,0,0.135157409,61,0,0.233156028,5639,8,0,1,0,0
44047,0,0.05954365,52,0,0.284950123,13833,6,0,1,0,0
52980,0,0.080226279,73,0,83,,9,0,0,0,0
42695,0,0.984223099,34,0,0.4915017,5000,4,0,0,0,2
104837,0,0.419449155,27,0,0.11441703,4133,5,0,0,0,0
7757,0,0.912208779,47,0,0.412158681,1940,9,0,0,0,0
70471,0,0.006900553,57,0,0.702338422,6157,14,0,1,0,3
125240,0,0.147790433,39,0,0.371875504,6200,6,0,2,0,3
26138,0,0.56942821,66,0,0.838733239,19166,33,0,6,0,0
65833,0,0.625335092,32,0,0.116485139,5416,8,0,0,0,0
116606,0,0.018419226,75,1,0.004491018,8683,10,0,0,0,1
5391,1,0.517741129,62,1,0.130744088,5200,3,0,0,0,0
8826,1,0.048673783,64,0,2446,,4,0,2,0,0
101286,0,0.014343944,52,0,0.370962371,6005,12,0,1,0,1
98555,0,0.191267152,41,0,302,,3,0,1,0,0
120957,0,0.012528562,46,0,0.143280816,5394,13,0,2,0,0
69091,1,0.9999999,62,0,0.059927456,6340,1,0,0,1,2
129382,0,0,66,0,0,800,1,0,0,0,0
113963,0,0.407467953,34,0,0.148295386,8300,12,0,0,0,0
6173,0,0.012872877,49,0,0.000734682,20416,4,0,0,0,0
3243,0,0.016544156,60,0,1193,,15,0,1,0,
124784,0,0.095425787,36,0,0.433254768,9333,17,0,1,0,4
83625,0,0.00305033,77,0,0,3571,1,0,0,0,0
39398,1,0.898115988,48,0,0.475448335,4683,6,0,1,0,2
108254,0,0.420094096,40,0,0.533961614,8700,17,0,2,0,0
109526,0,0.315875882,51,0,0.578724903,2838,9,0,1,0,0
50915,0,0.917665867,55,0,0.081766917,3191,6,0,0,0,0
144256,0,0.330901265,31,1,0.677182848,4500,10,0,1,0,1
45821,0,0.503625677,55,2,0.113636364,8667,27,0,1,0,0
2377,0,0.9999999,85,0,0.011247188,4000,5,0,0,0,0
54287,0,0.240141733,45,1,0.043661815,9000,5,0,0,0,3
97901,0,0,62,0,0.551567469,2200,5,0,0,0,0
137352,0,0.384599884,50,0,11318,,19,0,4,0,2
63150,0,0.003922097,78,0,0.11965812,6200,6,0,1,0,0
41777,0,0.015899178,51,1,0.436529191,5600,12,0,1,0,2
93333,0,0.9066947,38,0,0.402838252,6200,6,0,0,0,4
91809,0,0.9999999,60,0,0.011996001,3000,0,0,0,0,0
52379,0,0.431883596,62,0,0.367107894,10500,9,0,1,0,2
84793,0,0.838012523,31,0,0.277400333,7800,6,0,1,0,2
81828,0,0.2116659,38,0,0.184847812,4500,7,0,0,0,0
2836,0,0.384934286,62,1,2118,,14,0,2,0,0
6769,0,0.188340583,65,0,0.319946676,6000,7,0,1,0,2
1998,0,0.442308844,43,0,0.063498247,5133,4,0,0,1,1
111745,0,0.001341409,81,0,0,7663,7,0,0,0,0
79213,0,0.487586777,46,0,1.359456218,2500,5,0,1,0,1
7613,0,0.055366767,59,0,0.286428393,4000,15,0,1,0,0
123334,1,0.927679585,57,0,0.443262974,6300,12,2,1,0,0
59647,0,0.351062326,62,0,0.285559036,15642,9,0,3,0,1
91908,0,0.68333046,32,1,0.307454786,6800,9,0,1,0,1
52789,1,0.948864448,42,0,0.966375252,4460,4,3,2,3,4
34819,0,0.251499824,26,0,0.112816851,2800,6,0,0,0,0
104190,0,0.233127812,69,1,0.574918212,4584,5,0,1,0,0
25922,0,0.046500108,60,0,1609,,7,0,1,0,0
100649,0,0.043316443,44,0,0.143132784,5700,5,1,1,0,0
115,0,0.180972181,39,1,0.384441575,3097,7,0,1,0,3
41526,0,0.116899912,68,0,0.381988183,15400,13,0,2,0,0
147849,0,0.241436771,66,0,0.724597446,1800,3,0,1,0,0
58833,0,0.096894824,53,0,0.352212618,7750,10,0,1,0,0
145179,0,0.075784843,46,0,11,,1,0,0,0,
19111,0,0.709919362,48,1,0.207786148,15000,14,0,3,0,1
22835,0,0.486975651,52,0,0.058557658,25000,3,0,1,0,0
137289,0,0.9999999,33,0,0,7000,0,0,0,0,0
39746,0,0.547959023,42,0,0.616702355,1400,4,0,0,0,0
117877,0,0.9999999,32,1,0.167772861,2711,1,1,0,0,2
81272,0,0.004497049,64,0,0.205183585,4166,11,0,1,0,0
35361,0,0.243519653,53,0,0.384863867,4333,13,0,1,0,0
86181,0,0.055819075,36,0,0.260504202,3212,5,0,0,0,0
31474,0,0.480523957,36,0,0.321669583,4000,4,1,1,2,0
104378,0,0.394957233,53,0,0.236952609,5000,7,0,0,0,2
83432,0,0.045595905,52,0,0.238376162,10000,15,0,2,0,0
55164,0,0.001810881,38,1,0.447856686,3125,4,0,1,0,0
26794,1,0.767448806,79,3,0.657151152,20667,33,0,3,0,0
95446,0,0.072135047,66,0,0.299957149,7000,13,0,2,0,0
118108,0,0.09466071,63,0,0.085835394,11323,3,0,1,0,2
133822,0,0.006741422,48,0,0.231564036,12000,9,0,1,0,3
57852,0,0.96362078,35,0,1.238690327,4000,9,0,2,0,2
148730,0,0.720041475,69,0,0.442518775,1730,17,0,0,0,0
9378,0,0,42,0,0.120896934,7402,3,0,0,0,2
86420,0,0.58231571,80,0,0.569008609,3600,16,0,0,0,1
147706,1,0.9332617,41,3,0.438092797,3900,12,1,0,1,5
79641,0,0.222591362,39,0,0.055588882,5000,1,3,0,0,0
86992,0,0,51,0,2400,0,10,0,1,0,0
133398,0,0.138060162,65,1,100,,2,0,0,0,
35975,0,0.9999999,68,0,1557,0,2,0,1,0,0
140591,1,0.57888986,49,3,0.4493002,3500,7,1,1,1,0
27202,0,0,66,0,0,4000,1,0,0,0,0
76500,0,0.191316409,52,0,0.340157653,9133,6,0,1,0,1
20333,0,0.374843768,36,0,0.213478612,2477,6,0,0,0,0
54469,0,0.117022366,74,2,0.616191904,2000,7,0,1,0,0
58822,0,0.021086969,49,0,0.332217013,10450,8,0,2,0,3
74787,0,0,40,0,0.219134828,3166,5,0,1,0,1
102507,0,0.651068771,41,1,0.099146011,4800,5,0,0,0,1
126180,1,0.655086206,39,2,0.731783527,8000,14,0,4,0,0
148919,0,0.024460911,76,0,0.00430703,6500,3,0,0,0,0
71093,0,0.297489991,73,1,1954,,9,0,1,0,0
36255,0,0.184332734,73,0,0.102951764,4166,5,0,0,0,1
23553,0,0.991690597,52,1,0.677350228,10732,13,1,3,1,3
77360,0,0.007604218,72,0,12,,9,0,0,0,0
59202,0,0.64973709,42,0,0.714389711,4120,7,0,1,0,4
126444,0,0.012641954,75,0,0.0009998,5000,1,0,0,0,0
10302,0,0.061287764,60,0,0.385237465,6800,16,0,1,0,0
4183,0,0.022118019,69,0,1205,,19,0,0,0,0
132813,0,0.060820728,51,0,2717,,8,0,2,0,0
117261,0,0.094639056,26,0,0.098300566,3000,4,0,0,0,0
2831,0,0.107560312,45,0,0.41928911,4416,5,0,2,0,1
70587,0,0.024049599,75,0,0.092473357,9007,8,0,1,0,0
50822,0,0.065991751,62,0,0.707535642,2454,6,0,2,0,0
70306,0,0.327561224,39,0,0.445555444,10000,16,0,2,0,1
46903,0,0.613593594,45,0,0.158871675,6841,7,0,1,0,2
112641,0,0.015911315,54,0,0.233384308,8500,13,0,1,0,0
33750,0,0.863511374,48,0,1.239504198,2500,7,0,1,0,2
141488,0,0.736977431,49,0,0.115121402,10666,9,0,1,0,4
45115,0,0,42,0,0.399103139,5797,14,0,1,0,1
91579,0,0.058155348,38,0,0.269738314,4470,7,0,2,0,0
37572,0,0.050598313,54,0,0.945513622,4000,12,0,2,0,1
125662,0,0.117413912,60,1,0.242864934,5500,8,0,2,0,0
12941,0,0.047688639,51,0,0.399885747,3500,7,0,1,0,1
149861,0,0.063558162,47,0,0.4925015,5000,8,0,2,0,2
136612,0,0.918080424,38,0,0.275036742,4762,10,0,0,0,0
100291,0,0.016281461,49,0,0.213961098,5500,7,0,1,0,0
38617,1,0.9999999,38,1,0.164785553,3100,1,0,0,0,4
79525,0,0.712920546,55,0,0.44347898,12083,15,0,1,0,4
95398,0,0.017049148,61,0,0.221656291,5300,7,0,1,0,2
15879,1,0.999949847,33,6,0.259772005,45000,10,5,2,1,0
73326,0,0.031637161,45,0,0.55873204,6750,16,0,4,1,4
3783,0,0,50,0,0,,1,0,0,0,0
104428,0,0.713589261,54,0,0.290695557,10983,7,0,1,0,0
34581,1,0.654636313,46,1,0.005637887,6207,2,1,0,0,2
71928,0,0.099812313,37,0,1637,,8,0,2,0,
90103,0,0.239962981,39,0,0.215081405,3500,14,0,0,0,0
105275,0,0.026512771,54,0,0.009851586,7815,4,0,0,0,0
124626,0,0.055574251,60,0,0.145750269,15800,7,0,1,0,1
86356,1,0.33006816,53,0,0.249016522,5083,8,0,0,0,2
85268,0,0.339566043,76,0,0.049979175,2400,2,0,0,0,0
113815,0,0.931213757,64,0,0.348089172,3139,5,0,1,0,0
13304,0,0.287429673,57,0,0.168176577,6070,4,0,0,0,0
129857,0,0.02977115,60,0,0.142485751,10000,16,0,1,0,3
81865,0,0.264010117,53,0,0.311038902,11078,9,0,2,0,1
633,0,0.104693763,36,0,0.297372704,4300,8,0,1,0,1
124894,0,0.211266163,45,0,0.455776483,5833,10,0,2,0,0
37864,0,0.011260315,69,0,0.061042815,30666,5,0,1,0,0
131426,0,0,67,0,1.087251518,8400,6,0,2,0,0
146774,0,0.9999999,32,0,0.038166107,4165,4,0,0,0,0
87869,0,0.9999999,61,0,63,,0,0,0,0,0
41102,0,0.016594649,61,0,0.159094896,5700,11,0,2,0,0
94201,0,0.028899684,80,0,0.003999333,6000,5,0,0,0,0
84608,0,0.021738403,47,0,0.772166105,2672,9,0,2,0,2
41718,0,0.033632212,53,0,0.070191026,4501,3,0,0,0,0
31169,0,0.9999999,44,0,0.180126134,6500,2,0,0,0,2
126874,0,0.076651426,61,0,0.05435814,7376,7,0,0,0,0
8055,0,0.047542972,63,0,0.292368174,11700,4,0,1,0,0
105130,1,0.039551451,60,0,1292,,15,0,3,0,
118559,0,0.057454545,26,0,881,,4,0,0,0,0
23919,0,0.045145053,61,0,875,,5,0,1,0,0
147945,0,0.9999999,31,0,469,,1,0,0,0,0
57544,0,0.350882456,60,0,0.294870513,10000,4,0,1,0,1
3287,0,0.9999999,54,0,0.136807818,3683,1,0,0,0,0
124823,0,0.9999999,71,0,0.690160364,5050,4,0,3,0,1
77427,0,0.768711564,29,0,0.200927852,6250,8,0,0,0,1
117509,0,0.144943718,69,0,0.342187946,3500,19,0,1,0,0
125306,0,0.009114109,74,0,352,,3,0,0,0,0
149513,0,0.055357786,65,0,0.028341246,6950,8,0,0,0,1
92185,0,0.458141214,65,0,0.411793254,4120,6,0,1,0,0
41439,0,0.889250427,36,0,0.241347485,6500,6,0,0,0,1
85687,0,0.321570596,53,0,0.068307135,12150,4,0,0,0,3
81003,0,0.293498119,50,0,0.726341332,3708,9,0,2,0,0
72806,0,0.004692405,34,0,0.24043989,4000,10,0,1,0,0
64284,0,0.004527928,78,0,0.202874462,10227,12,0,1,0,0
129982,0,0.012105076,86,0,0.002932942,7500,6,0,0,0,1
32771,0,0.9999999,64,0,0,10833,0,0,0,0,0
145204,0,0.314137173,45,0,0.556756757,1664,4,0,1,0,3
113157,0,0.151407558,52,0,1345,,4,0,1,0,
50584,0,0.586389286,53,0,0.354816592,5833,6,1,1,1,0
136987,0,0,69,0,0,0,3,0,0,0,0
79973,0,0.206661906,54,0,3526,,20,0,2,0,3
74932,0,0.9999999,56,0,0.326955768,30000,17,0,2,0,2
142666,0,0.9999999,49,1,0.447248655,7250,7,0,1,3,0
18499,0,0.811548509,29,0,0.158698418,5500,4,0,0,0,0
37347,0,0.9999999,28,0,0.20326766,2080,2,0,0,0,1
140247,0,0.046806323,66,0,4438,,13,0,2,0,0
113526,0,0.197873885,76,0,1883,,17,0,1,0,0
119893,0,0.017795163,27,0,0.276939094,1920,7,0,0,0,0
103506,0,0.440603288,22,0,0.08172043,929,4,0,0,0,0
38286,1,0,28,0,0.561998766,1620,8,0,0,0,0
44926,0,0.301769823,66,0,0.28052387,7100,5,0,1,0,1
45978,0,0.001478197,45,0,0.584197049,8200,15,0,4,0,2
47479,0,0.414281853,36,0,0.120523325,7566,13,0,0,0,0
61374,0,0.655908664,45,1,0.415420179,7353,10,0,1,0,1
34374,0,0.9999999,69,1,0.381153157,9486,2,0,2,1,4
80911,0,0.356463434,58,0,0.495550445,10000,15,0,2,0,0
84243,0,0.610912727,38,0,1944,,6,0,1,0,0
108346,0,0.001733304,54,0,1816,,11,0,2,0,1
28512,0,0.45340572,67,0,0.129623459,6001,22,0,0,0,0
55769,0,0,58,0,0.152403535,13916,10,0,2,0,0
119807,0,0.133476692,66,0,0.349222798,3859,10,0,1,0,0
94805,0,0.520929591,50,0,0.223510596,2500,6,0,0,0,1
45944,0,0.074511586,30,0,4,,1,0,0,0,
127755,0,0,38,0,1987,,8,0,1,0,0
147421,1,1.093976506,29,0,3393,,7,0,2,0,2
38642,0,0.052019151,72,0,5.550218341,228,7,0,1,0,0
149875,0,0,30,0,1513,,4,0,1,0,0
102008,0,0.520282187,39,0,0.003999333,6000,4,0,0,0,1
53993,0,0.046581152,58,0,0.299566811,3000,12,0,1,0,0
21156,0,0.097978992,47,0,0.670665867,5000,15,0,3,0,2
41551,0,0.09205507,48,0,0.167470015,8920,13,0,1,0,1
101395,0,0,49,0,0.575591361,2916,10,0,1,0,3
