SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
y,0.940179638,66,0,0.306489729,5500,9,0,0,0,0
y,0.9999999,41,1,0.212072435,2484,1,0,0,0,3
y,0.980868025,42,5,0.415362898,8500,20,0,1,0,1
y,0.689747004,30,1,0.349544073,6250,8,1,2,1,0
y,0.9999999,23,1,233,,1,0,0,0,0
y,0.99020098,36,0,0.042422511,7000,1,0,0,0,3
y,1.641196013,33,0,0.109659456,4668,3,3,0,1,3
y,0.518149925,53,0,0.522440007,10917,7,0,3,1,3
y,0.983078225,42,0,0.884470118,4500,17,0,2,0,2
y,0.230977484,36,0,0.606960763,4510,15,0,1,0,0
y,0.9999999,50,2,0.188844731,7296,8,5,0,3,1
y,0.209494224,25,0,0.326076439,6200,7,0,1,0,0
y,0.869707797,56,2,0.484634613,6800,10,1,1,2,2
y,0.9999999,43,1,0.872998933,936,2,1,1,0,1
y,0.976681337,35,1,0.40938221,3900,8,0,0,1,0
y,0.577449623,35,1,0.47316072,6333,6,0,2,0,0
y,0.984639165,56,2,0.593789607,4733,13,0,1,1,0
y,0.90992804,46,4,0.570095534,4500,16,1,1,0,0
y,0.9999999,57,98,0.022840119,3020,0,98,0,98,0
y,0.899950003,44,1,0.396804723,11516,9,0,2,0,4
y,1.215406562,55,1,0.017041581,4400,2,1,0,0,1
y,0.495001999,59,2,0.465942591,6444,11,4,2,5,3
y,0.9999999,26,98,0,1000,0,98,0,98,0
y,0.838265099,55,4,0.598642435,13700,22,0,3,0,2
y,0.995001,50,1,0.534982935,3515,9,2,1,2,2
y,0.477751079,52,0,0.426661241,17200,10,0,2,0,1
y,0.9999999,45,0,0.168471921,6000,2,1,1,1,1
y,0.591610519,32,0,0.268577141,3000,4,1,0,0,0
y,1.572459745,31,2,518,,8,3,0,1,0
y,0.555238695,53,2,0.363873254,9593,9,1,1,2,1
y,1.121985649,39,1,0.204243078,2780,11,0,0,0,1
y,0.71314741,25,0,0.144663334,3400,2,2,0,1,0
y,0.9999999,30,0,0,4000,0,1,0,0,5
y,0.982673078,50,0,4186,,10,0,2,0,0
y,1.017731358,41,0,3656,,5,2,2,1,0
y,0.478997276,51,0,0.627653683,5416,15,0,2,0,2
y,0.382022472,43,0,0.029405999,5100,10,0,0,0,0
y,0.857665539,39,2,0.44784923,6950,14,0,2,0,2
y,0.688101697,40,1,0.340296053,12159,16,0,2,1,2
y,0.495520162,55,1,0.701377099,5300,12,0,1,1,2
y,1.098371777,33,4,5225,,7,1,2,0,0
y,0.740518962,40,1,0.153105255,12977,5,0,1,0,0
y,0.760447825,45,0,0.396766301,9400,19,0,2,0,3
y,0.415430267,52,6,0.394810738,8902,18,1,3,0,2
y,0.169100692,62,2,0.127023223,11367,6,1,1,4,0
y,0.534900927,52,0,0.347727914,3542,14,0,1,0,0
y,0.9999999,58,0,0,44514,0,0,0,0,0
y,0.752808989,26,2,217,,6,0,0,0,
y,0.9999999,45,0,0.357910522,4000,6,6,0,1,2
y,0.9999999,49,3,1.630205441,1800,5,1,2,1,1
y,0.780794369,34,0,0.273354356,5073,11,0,1,0,0
y,0.004196927,59,2,0.63249077,3520,9,1,1,2,0
y,0.282645426,37,0,3.910547397,748,10,1,1,0,3
y,1.088359223,55,2,0.285573123,7083,5,1,1,1,0
y,0.997108782,72,0,0.362669503,3760,13,0,2,0,0
y,0.347467152,41,1,0.125786164,2861,9,0,0,0,3
y,0.974289387,56,0,3.563696919,1200,12,0,2,0,0
y,0.9999999,53,0,943,,0,5,0,0,0
y,0.9999999,51,98,0,7500,0,98,0,98,0
y,0.486098094,50,0,0.580806398,3000,9,0,1,0,1
y,0.966777409,40,2,0.90261115,2833,5,3,1,1,2
y,0.9999999,37,0,72,,0,0,0,0,2
y,0.9999999,30,3,0.173258004,2123,1,1,0,0,0
y,0.110029945,45,1,0.142971406,5000,45,0,0,0,1
y,0.800047039,54,1,1.666307084,2780,19,1,2,1,0
y,0.018542327,53,0,0.47189729,10514,9,0,3,0,0
y,0.544293656,64,1,0.546892039,1833,11,0,0,0,0
y,1.061885882,45,1,0.069030555,2650,2,1,0,0,3
y,0.98443029,33,0,0.153058796,4200,7,1,0,0,0
y,0,60,0,0.38207724,8000,8,0,1,0,0
y,0.942443534,44,0,0.895944149,3007,11,0,2,0,3
y,1.109578084,23,2,0.079654511,2083,2,0,0,0,2
y,0.316373262,71,0,0.549633578,1500,17,0,1,0,0
y,0.9999999,38,0,0.293994778,1914,3,0,0,0,2
y,0.524500907,36,2,0.18957724,3760,5,4,0,0,0
y,1.02866189,76,2,1867,,6,1,3,0,0
y,0.324884553,73,2,279,,6,0,0,0,0
y,0.589234189,52,0,0.329283489,3209,8,1,0,0,2
y,0.660467906,38,1,0.507661067,5416,4,1,1,0,0
y,0.9999999,46,4,0.434470767,4600,7,2,1,1,2
y,0.585934896,43,1,0.064884907,6472,5,4,0,0,4
y,0.31898275,72,0,0.925653349,6657,13,0,3,0,0
y,0.945091514,63,0,0.572636434,1300,4,1,0,1,0
y,0.9999999,21,98,0,,0,98,0,98,0
y,0.600593641,52,0,0.678442844,4443,4,1,1,1,2
y,0,51,0,0.380631579,4749,8,0,2,0,2
y,0.26127292,51,1,0.242493349,2630,14,0,0,0,0
y,0.94608167,59,0,0.835991431,4200,14,0,1,0,1
y,0.954292244,51,0,0.494876533,5952,9,1,2,0,1
y,0.9999999,66,0,1946,,7,0,1,0,
y,0.574924267,33,0,0.208565953,12000,10,0,2,0,1
y,0.784681636,29,0,0.176700717,4600,9,0,0,0,0
y,0.9999999,28,0,0,6300,0,1,0,0,0
y,0.610335593,44,3,0.119750618,8500,11,0,0,0,1
y,0.9999999,44,0,0,6500,0,8,0,0,1
y,0.851815091,46,0,0.615891422,7588,12,0,1,0,2
y,0.069844306,44,1,0.475931352,21500,20,1,3,0,2
y,0.771448514,33,0,0.266546691,5000,9,0,0,0,0
y,0.600498823,46,0,0.656268746,5000,21,0,2,0,0
y,0.9999999,50,0,0.458177278,800,0,0,0,0,0
y,0.9999999,33,0,0.30696995,4791,5,0,2,0,0
y,0.574031553,44,1,0.222519455,4111,7,0,0,1,1
y,0.52251363,50,4,0.679032097,10000,18,0,3,0,2
y,0.505797156,54,1,0.391555556,4499,8,0,0,0,1
y,0.9999999,33,0,0.672771344,3712,10,0,2,0,1
y,0.024650922,41,1,0.109159585,5294,5,3,0,2,4
y,0.9999999,44,0,1.09310889,1900,1,3,1,0,0
y,0.888712953,59,5,3252,,12,1,2,0,0
y,0.530217933,56,0,0.425542687,15800,15,1,4,1,0
y,1.012250161,39,0,0.402711864,1474,10,0,0,0,0
y,0.9999999,72,2,0.854390935,1764,6,2,3,1,1
y,0.330167555,62,0,0.593351662,4000,8,0,2,0,0
y,1.00089294,69,1,0.686625428,16650,9,2,5,0,2
y,0.9999999,47,1,0.082516019,7646,1,0,0,0,0
y,0.9999999,28,0,0.030969031,1000,0,1,0,0,0
y,0.898840464,51,0,0.180622259,4788,0,4,0,0,2
y,0.466800284,46,2,3165,,13,0,2,0,0
y,0.181297726,66,0,1.007524997,9700,21,0,4,1,0
y,0.011421162,35,0,0.947804176,8333,12,0,5,0,3
y,0.279030465,37,4,0.399592022,4411,10,0,1,0,0
y,0.9999999,34,3,1.328898744,1352,8,3,1,0,2
y,0.9999999,26,0,0.105526243,3600,2,1,0,0,0
y,0.9999999,59,0,218,,3,3,0,0,0
y,0.00395156,87,0,269,,7,0,1,0,
y,0.275322417,54,0,0.359836181,7080,3,0,1,0,0
y,0.9999999,33,1,0.154400918,6100,10,2,0,1,0
y,0.9999999,33,1,0.059668853,3200,1,0,0,0,0
y,0.992422391,68,0,0.089982004,3333,4,0,0,1,3
y,1.441860465,29,1,0.174920491,2200,5,2,0,0,0
y,0.705352976,46,1,0.202037351,5300,4,0,0,0,3
y,0.9999999,23,0,0.202373517,1600,5,0,0,1,0
y,0.608715117,41,1,1745,,12,1,0,0,0
y,0.444395498,33,0,0.790682833,4700,10,0,2,0,0
y,0.789184622,50,3,923,,10,1,0,0,0
y,0.061872818,51,1,2.2041399,1400,16,0,3,0,1
y,0.000810592,71,1,0.212887099,7200,5,1,1,0,0
y,0.307736259,39,1,0.459323736,5973,6,0,1,0,2
y,0.832933653,47,0,0.195012309,9342,6,0,0,0,2
y,0.9999999,57,0,473,,2,0,0,1,2
y,0.959688214,42,1,0.130242311,4291,7,0,0,0,3
y,0,39,0,0.232806555,6833,9,0,1,0,1
y,0.377637497,31,1,1.378232387,8700,13,0,6,4,2
y,0.787017749,42,0,0.175853018,8000,4,0,0,1,3
y,0.40919885,32,3,0.280241935,2479,7,1,0,1,1
y,0.841061684,49,0,0.562919583,7000,8,0,2,0,3
y,0.029744373,61,0,1.016541059,10216,18,0,6,0,0
y,0.296703297,32,2,0.262315943,5500,10,1,0,0,2
y,0.9999999,42,3,0.7994002,3000,2,1,1,1,3
y,0.834839454,36,1,0.212615792,6800,10,1,0,3,3
y,0.987636364,41,0,1673,,5,0,1,0,2
y,0.687731362,41,0,0.77983288,10650,22,0,3,1,4
y,0.07555386,66,2,0.18083803,4080,10,0,0,0,0
y,0.9999999,59,0,0.453566622,5200,2,1,1,0,0
y,0.999750062,46,3,0.855609034,2700,18,0,1,1,1
y,0.9999999,56,0,1196,,11,2,1,0,0
y,0.960693153,41,0,0.138132595,6500,7,0,0,0,4
y,0.9999999,34,0,0.131401449,4002,2,1,0,0,4
y,0.9999999,31,0,0.017414766,4076,1,0,0,0,0
y,0.9999999,31,0,0,4000,0,1,0,0,1
y,1.079607415,46,4,0.127104655,3028,9,1,0,0,4
y,0.768820786,25,1,0.569584736,1781,6,0,0,0,0
y,0.793012525,34,0,0.400127632,4700,16,1,1,0,1
y,0.571278275,30,1,0.067411084,2417,1,0,0,2,0
y,0.247858661,38,2,0.460277008,9024,17,0,1,0,2
y,0.602746575,42,0,0.260608705,9166,4,0,0,0,1
y,0.007162986,59,0,0.990577434,4138,30,0,2,0,1
y,0.019947813,51,0,0.531446855,10000,26,0,3,0,3
y,0.992403039,22,0,0.029588165,2500,1,0,0,0,0
y,0.382032525,74,2,1.268650947,2586,16,2,2,0,1
y,0.373138436,60,2,0.33000997,7020,21,0,1,0,3
y,0.9999999,36,0,0.130423139,3733,1,3,0,0,0
y,0.9332617,41,3,0.438092797,3900,12,1,0,1,5
y,0.9999999,31,0,0.004663558,1500,1,1,0,0,1
y,0.9999999,58,0,0.004774694,3350,0,1,0,1,2
y,0.129144301,52,0,0.35316171,4000,7,0,1,0,0
y,0.9999999,60,2,0.462719298,2735,3,0,1,0,3
y,0.969048959,38,0,0.553968254,5669,8,0,2,0,2
y,0.9999999,45,0,735,,4,1,0,1,0
y,0.9999999,53,0,0.244883041,1367,1,0,0,1,0
y,1.057452123,45,0,0.086552749,5383,5,2,0,1,0
y,0.9999999,26,0,332,,2,0,0,0,0
y,0.662001064,35,0,2428,0,17,0,0,0,3
y,0.9999999,27,98,15,,0,98,0,98,
y,0.336897337,28,2,0.545613597,4000,14,0,2,0,0
y,0,33,1,0.130345031,3390,2,0,0,1,0
y,0.854705559,40,0,0.021025371,78000,6,0,1,0,2
y,0.71058788,32,0,0.233023095,2900,4,0,0,0,3
y,1.065379441,83,2,0.458391017,6500,10,1,0,3,0
y,0.885762285,44,0,0.727921009,16406,14,0,8,0,1
y,0.9999999,27,0,18,,0,1,0,0,0
y,0.108545481,34,0,0.198334966,4083,8,1,0,0,3
y,0.579001899,39,1,0.596089758,4500,6,0,2,0,2
y,0.950427674,65,0,1.403465347,2423,15,1,1,0,0
y,0.050124602,53,1,0.296136309,4166,14,0,1,0,0
y,0.9999999,25,98,54,,0,98,0,98,0
y,0.9999999,30,0,0.15367038,3500,1,2,0,1,0
y,0.786366182,62,2,0.863017751,3379,8,0,2,0,0
y,0.9999999,28,0,0.254477301,2400,6,0,0,0,0
y,0.508872782,55,1,0.274368644,8750,5,2,1,0,3
y,0.1151684,54,2,0.536848895,6200,11,0,2,1,2
y,1.00419916,29,0,0.225606854,2100,9,0,0,0,2
y,0.9999999,41,0,516,,2,2,0,1,0
y,1.201451906,57,2,1906,,9,4,1,1,0
y,0.9999999,51,1,0.83109708,3800,4,1,1,0,1
y,0.771467572,47,2,0.268178546,8333,9,0,0,0,1
y,0.9999999,25,0,0.020815987,1200,1,1,0,0,0
y,0.9999999,38,0,0.110065535,5950,2,1,0,0,3
y,0.605191257,45,1,0.269276394,5900,10,0,0,0,0
y,0.464811558,46,0,0.581492637,5975,7,0,3,0,2
y,0.9999999,31,0,240,,1,0,0,0,0
y,0.888853805,62,1,0.3745109,5366,7,2,2,0,1
y,1.447761194,51,0,0.005661713,1412,1,0,0,0,0
y,0.884124307,41,1,0.270529837,9266,8,0,1,0,1
y,0.892674103,41,1,0.372704022,4300,8,0,0,4,4
y,0.828524869,40,0,0.123687631,10000,5,0,0,0,0
y,0.95802099,40,0,0.424657534,1240,4,0,0,0,0
y,0.9999999,33,0,0.174510621,2400,2,0,0,0,2
y,0.753522194,38,0,0.130059191,6250,8,0,0,1,3
y,0.216080402,48,4,0.287503331,7505,8,0,2,0,1
y,0.947442636,28,2,0.271970012,2400,7,0,0,0,1
y,0.785155749,51,0,0.856722998,1360,5,0,1,0,1
y,0.5980755,29,1,0.147327249,2300,5,1,0,0,2
y,0.775930356,31,0,5971,,12,0,3,0,0
y,0.112147096,58,1,2392,,23,0,4,0,
y,0.604263824,34,6,0.013923599,2800,12,4,0,0,1
y,0,39,0,0.039619165,3255,1,7,0,0,0
y,0.927679585,57,0,0.443262974,6300,12,2,1,0,0
y,1.095726068,32,2,0.816591704,2000,5,1,0,1,0
y,0.9999999,28,1,0.994076268,2700,5,0,2,1,0
y,0.501367291,52,4,0.427155865,7467,10,1,1,0,0
y,0.646423923,43,1,0.943647949,5021,17,0,1,0,0
y,0.016898897,61,0,0.011358473,2200,6,0,0,0,0
y,0.295633818,33,2,0.266919272,9500,5,1,1,0,1
y,0.65677446,59,0,0.97009911,5952,11,0,2,0,0
y,0.087515152,50,1,0.623595506,6585,22,0,2,0,1
y,0.29609446,24,1,9,,2,0,0,0,0
y,0.9999999,62,1,0.293716657,6747,4,5,1,0,0
y,0.218611666,34,0,0.488677581,10200,16,0,3,0,1
y,0.9999999,46,0,0,,0,0,0,0,5
y,0.559139785,77,1,0.202570816,4200,2,1,0,0,0
y,0.987385586,26,1,0.177764014,3228,3,0,0,0,1
y,0.9999999,53,0,0.198606272,7748,1,2,1,0,3
y,0.151522328,47,0,0.038120235,8000,4,0,0,0,1
y,0.9999999,58,0,37,,0,1,0,0,0
y,0.433718324,59,3,0.821529745,6000,5,0,1,1,1
y,0.9999999,57,0,0.298425736,1460,1,1,0,0,0
y,0.087680355,39,0,0.104904952,4260,4,0,0,1,3
y,0.89871612,37,2,632,,4,1,0,0,0
y,0.649591242,37,1,0.218187559,9500,7,0,1,0,2
y,0.243553806,47,0,0.315789474,11000,14,0,1,0,0
y,0.9999999,23,0,0.007495315,1600,0,1,0,0,0
y,0.678937558,29,1,0.386050644,2250,4,0,0,0,4
y,1.063699403,40,5,0.489853355,6750,4,0,2,0,2
y,0.309016012,35,2,0.555904523,3183,10,0,1,0,2
y,0,51,1,0.160167966,5000,11,1,1,0,1
y,0.9999999,44,0,2599,,2,2,1,0,3
y,0.696756974,57,0,1.40399556,900,15,0,0,5,0
y,0.403112779,50,1,0.192387174,15000,13,0,2,0,1
y,0.239629942,28,0,1.028823803,2150,8,0,2,0,0
y,0.268227416,48,1,0.360704912,8000,16,0,2,1,4
y,1.07846077,56,1,0.252453778,4380,4,0,1,0,2
y,0.9999999,55,1,0.30097456,7900,2,0,1,1,2
y,0.788873039,40,0,0.214865709,1600,4,0,0,0,2
y,0.9999999,39,1,0.440984999,3532,3,3,1,0,0
y,0.944315877,63,1,0.258367935,11800,5,0,1,0,0
y,1.0062041,54,2,0.727869479,15690,15,0,2,0,3
y,0.9999999,44,0,1255,,4,0,1,0,2
y,0.9999999,53,0,0,6495,0,0,0,0,0
y,0.055463838,56,2,0.136095989,9000,22,0,1,0,0
y,2.139534884,61,5,0.176562257,6416,6,5,1,1,0
y,0.706922397,82,2,0.703231152,6034,16,0,2,0,1
y,0.955938877,42,0,0.295037266,5500,8,0,0,0,0
y,0.9999999,32,2,0.638593381,3383,5,0,2,0,1
y,1.001998002,27,0,0.15315604,3120,4,0,0,0,0
y,0.25354929,46,0,4171,,6,0,4,0,0
y,0.9999999,40,1,1571,1,4,2,2,0,1
y,0.9999999,47,98,0,,0,98,0,98,0
y,0,31,0,0.018490904,3352,2,0,0,0,1
y,0.02669393,80,1,0.658170915,2000,10,1,1,2,0
y,0.215536563,52,3,1.628895184,6000,15,0,10,0,3
y,0.974681222,39,1,4340,,12,0,3,0,0
y,0.047726844,59,0,0.653707304,3600,3,0,1,1,0
y,0.9999999,35,2,0.109341728,10800,8,2,0,0,0
y,0,49,4,0.386366527,7862,7,0,1,0,2
y,0.922077922,32,1,0.311280343,2100,4,1,0,0,0
y,0.043296127,52,0,0.773168184,6700,6,0,2,0,0
y,0.808125306,41,3,0.430356737,4400,7,0,0,0,1
y,0.149314411,36,0,0.558320373,4500,9,0,3,0,0
y,0.9999999,28,0,0.01489573,3020,1,0,0,0,2
y,0.656631807,49,0,0.394483025,5183,24,0,0,0,0
y,0.363315697,33,0,0.50129199,1160,4,0,0,0,4
y,1.086570477,38,2,0.123527176,5261,12,0,0,0,3
y,0.748854301,42,1,0.282472613,3833,8,0,0,0,1
y,0.825587206,45,4,0.089334549,2193,6,1,0,0,2
y,1.112273147,49,1,0.331390508,1200,4,0,0,0,2
y,0.601585041,53,3,1346,,9,0,0,0,0
y,0.933263574,31,1,0.171613479,4480,12,0,0,0,0
y,0.061197152,31,1,0.085319113,6000,16,2,0,0,0
y,0.350671077,58,0,0.410527864,6800,9,0,5,0,0
y,0.893687708,44,0,1340,,5,1,0,0,2
y,0.155773719,43,0,0.991596639,3450,20,0,1,0,2
y,0.765815612,49,1,0.109975006,4400,5,1,0,0,3
y,0.9999999,48,2,0.219304773,9406,3,4,1,0,3
y,1.405189621,22,1,0.013493253,2000,1,0,0,0,0
y,0.589785164,67,0,0.647568288,1500,9,1,1,0,0
y,0.60412637,22,0,0.163047225,2900,4,0,0,0,3
y,0.160165851,63,0,0.371325538,9150,17,0,2,0,0
y,0.025837933,69,0,0.001141227,7009,3,0,0,0,0
y,0.090071648,44,0,0.54059175,6860,5,0,2,0,0
y,0.062742921,63,0,0.950269701,7600,7,0,3,0,2
y,0.064198614,55,0,0.306355511,6041,12,0,1,0,3
y,0.416352822,48,0,0.787070976,3000,14,0,1,0,2
y,1.71257485,35,0,0.058776489,2500,1,1,0,0,0
y,0.264662369,74,0,0.477178423,2650,11,0,0,0,0
y,0.445923461,42,1,0.37817396,1850,4,1,0,1,1
y,0.9999999,38,0,31,,0,0,0,0,0
y,0.567755229,54,0,0.223847019,8000,11,0,1,0,0
y,0.081234806,49,0,0.289871013,10000,7,0,1,0,1
y,0.22589133,29,2,0.610324729,1200,4,0,1,0,2
y,0.094169167,52,0,0.224555089,5000,14,0,0,1,0
y,0.744726268,33,0,0.37989146,3500,8,0,0,0,5
y,0.000711095,80,1,0.478645066,12900,13,0,4,0,1
y,0.9999999,37,1,0.243793911,4269,3,3,0,0,1
y,0.9999999,28,98,0.033707865,1245,0,98,0,98,0
y,0.497505969,33,0,0.23701221,4176,16,0,0,0,0
y,0.048694975,28,0,68,,2,0,0,0,
y,0.628480658,41,1,1732,,9,0,0,0,0
y,0,63,3,0.861207228,2600,5,1,2,0,0
y,0.976047904,46,1,0.049006296,8100,2,1,0,0,2
y,0.9999999,47,1,620,,1,1,1,0,0
y,1.219390305,58,2,0.28101945,8945,7,2,1,0,0
y,0.9999999,29,2,0.005448449,2385,0,2,0,0,0
y,0.954510762,45,1,184,,9,0,0,0,0
y,0.702074946,42,0,0.238639314,3850,6,0,1,0,2
y,1.038365395,38,3,0.644142066,4335,8,2,1,3,3
y,0.077682834,61,0,0.684303351,1700,13,0,1,1,0
y,0.470405565,40,1,1.51665433,1350,13,0,1,0,3
y,0.9999999,52,0,0.537431237,4180,5,2,2,0,2
y,0.827592968,51,0,0.322573703,9293,12,0,1,0,5
y,0.798150231,50,4,0.489397699,8865,12,0,2,0,3
y,0.475003731,51,1,0.386441403,4675,8,0,1,3,2
y,1.14915428,29,0,0.195402299,2000,10,1,0,0,0
y,0.729272561,45,5,0.376989156,7100,7,0,1,0,1
y,0.704118353,65,0,0.285747501,4300,4,0,0,0,0
y,1.070679073,61,0,488,,9,0,0,0,0
y,0.070955136,44,0,2303,,8,0,2,0,0
y,0.775381378,28,0,0.07283987,3390,2,0,0,0,4
y,0.62649356,33,2,0.398305085,2831,7,2,0,0,0
y,0.717607973,80,1,0.510757717,1068,6,0,0,0,0
y,1.006644518,55,0,265,,4,1,0,0,0
y,0.319413594,26,1,0.006997667,3000,2,0,0,0,0
y,0.92823081,57,0,0.719571231,5783,15,0,2,0,1
y,1.047439173,48,5,0.466515752,5300,11,0,1,2,3
y,0.96100325,49,2,0.773226042,4100,9,0,2,0,3
y,0.83516989,39,1,0.69008972,14600,11,0,4,0,1
y,1.103689631,27,0,0.121077889,5417,6,0,0,1,0
y,0.00423517,54,0,0.405266284,5050,16,0,1,0,1
y,0.282679417,45,0,0.233586315,8300,10,0,1,0,2
y,0.538424912,53,2,0.349854227,5830,5,1,2,1,2
y,0.808684707,49,3,1.333493282,2083,12,0,1,1,0
y,0.99260074,39,8,0.961171438,9116,15,0,3,1,1
y,1.00842972,26,0,0.037536801,4075,4,0,0,2,1
y,0.0359964,36,0,0.037525908,9166,5,0,0,0,0
y,1.027331511,50,1,0.577627772,11406,9,0,2,0,0
y,0.002099895,63,0,0.739339118,5416,7,0,4,0,0
y,1.028657114,44,1,0.480651935,10000,6,0,1,1,2
y,0.882935284,42,0,0.780654162,6450,12,0,2,0,0
y,0.586565225,45,0,0.540204983,12000,11,0,2,0,0
y,0.9999999,28,2,892,,5,3,0,2,3
y,0.017038913,80,0,57,,11,0,0,0,1
y,1.857819905,43,1,0.017697081,4350,1,0,0,0,2
y,0.9999999,46,0,612,,1,1,0,0,0
y,0.944043998,37,4,0.14515457,12000,7,1,0,1,1
y,0.835027495,28,0,0.284396618,1300,5,0,0,0,0
y,0.9999999,36,0,0.077479779,2348,2,0,0,2,5
y,0.071297251,78,0,0.679888543,6100,12,0,4,0,1
y,0.668812497,55,1,0.321502822,6733,12,0,1,0,3
y,0.862316107,64,3,2474,,6,0,2,0,0
y,0.872966085,49,3,1203,,4,2,1,1,2
y,0.9999999,44,98,0.037367158,2916,0,98,0,98,2
y,0,28,0,0,1440,1,0,0,1,0
y,0.090640057,28,0,1.098966277,5900,16,0,2,0,0
y,1.011726947,42,1,0.209502844,5450,7,0,2,0,4
y,0.9999999,64,0,0.499911894,5674,2,2,1,1,0
y,0.613145876,38,0,0.279872785,2200,2,1,0,0,0
y,0.785617151,58,0,1.146297948,3362,12,2,3,0,0
y,0.507542973,77,0,0.667719021,3800,12,0,1,0,0
y,0.957289654,40,2,0.218812658,22941,11,0,2,0,4
y,0.818908123,60,2,1630,,7,0,1,1,0
y,0.565371222,41,2,0.833792154,2905,10,0,1,0,2
y,0.936288089,34,3,1.099345628,1680,9,0,1,0,4
y,0.055040682,44,0,0.348424252,6250,10,0,1,0,3
y,0.9999999,32,0,0.186362014,2800,3,0,0,0,1
y,0.100257069,43,0,0.02657543,6283,3,0,0,0,3
y,0.056746934,45,0,1.003576903,3913,17,0,1,0,1
y,0.94381364,41,1,0.239411016,5500,12,0,0,0,1
y,0.102561886,73,0,2337,,9,0,1,0,2
y,1.07153922,49,2,0.396419437,3518,8,3,0,0,0
y,0.600470035,37,0,0.151017494,2800,5,0,0,0,0
y,0.889330758,39,3,2356,0,10,3,1,0,2
y,0.611637937,38,0,0.739700019,15800,18,0,3,0,1
y,0.956841035,47,0,0.135920019,4200,9,4,0,0,0
y,0.9999999,60,1,0.582508251,1817,5,2,1,1,0
y,0.600309637,81,0,312,,3,0,0,1,0
y,0.435295387,38,0,0.124606554,5400,18,0,0,0,2
y,0.545738341,48,2,0.047097225,4288,6,0,0,0,1
y,0.472065144,60,1,0.518784972,1250,9,0,0,2,0
y,0.9999999,59,3,0.526412265,6000,4,0,2,0,0
y,0.9999999,33,96,0.008046818,4100,0,96,0,96,0
y,0.276482345,57,0,915,0,4,1,1,0,0
y,0.68756082,43,0,0.3522678,11530,9,0,2,0,0
y,0.9999999,29,1,0.108844703,5833,1,1,0,0,0
y,0.977931631,42,2,0.126613911,2400,3,1,0,0,0
y,0.398858223,39,0,0.492084653,6000,8,0,2,0,2
y,0.970572269,46,0,1.089810492,3640,11,0,1,0,3
y,1.035464302,57,5,0.71487029,12951,5,7,3,1,2
y,0.125267035,72,0,0.096627756,3083,6,0,0,1,0
y,0.55290426,39,0,0.507246377,2690,9,0,0,0,0
y,0.537629205,49,0,0.696509582,10800,26,0,2,0,4
y,0.234988352,48,0,0.103203612,4650,10,0,0,0,1
y,1.078986836,52,5,0.574371746,4416,11,0,1,3,0
y,0.680830901,72,0,0.603132289,3000,13,0,1,1,0
y,0.517790621,62,1,0.48161885,9166,11,0,2,0,0
y,0.9999999,38,1,0.096028689,7528,2,1,1,0,4
y,0.798896647,54,3,0.586834419,4450,12,0,2,0,0
y,0.9999999,21,98,0,2300,0,98,0,98,0
y,0.9999999,56,1,2538,,3,2,1,0,0
y,0.085322005,50,0,3.562054208,700,21,0,1,2,0
y,0.415452818,45,2,0.233238111,5950,6,1,1,0,1
y,0.9999999,26,0,0.205897051,2000,3,3,0,0,0
y,0.9999999,31,0,0.079128169,4220,2,0,0,0,1
y,0.376766632,28,0,0.116961013,3000,3,0,0,1,0
y,1.026378897,23,0,0.280266568,2700,5,0,0,0,1
y,0.9999999,27,0,0.018131652,2536,0,4,0,0,0
y,0.9999999,45,0,2803,,2,0,1,0,0
y,0.9999999,42,2,679,,1,0,0,0,1
y,0.9999999,32,0,0,5000,1,0,0,0,0
y,0.99366952,50,4,0.658555487,6451,5,0,1,0,1
y,0.993820429,34,0,0.693608152,4317,7,0,2,0,2
y,0.091958002,88,3,0.328722093,7300,10,2,1,1,0
y,0.906241556,49,2,0.154886244,12350,6,0,2,0,0
y,0.944422231,24,1,70,,1,0,0,0,
y,0.340696903,48,0,0.536212914,4583,6,1,1,2,0
y,0.9999999,65,98,0.026164462,3477,0,98,0,98,1
y,0.380287814,60,0,0.54796477,4200,9,0,2,0,0
y,3.278989029,59,0,0.347268488,12007,15,1,2,0,0
y,0.9999999,49,0,0.024958403,600,0,0,0,0,1
y,0.963229416,37,2,1812,,8,2,1,1,0
y,0.9999999,29,4,0.403623868,3200,4,1,1,1,0
y,0.805991441,37,0,1090,,8,0,1,0,0
y,0.736723641,61,3,0.722875287,7400,14,1,3,1,0
y,0.683239059,47,5,0.716453047,7645,13,0,2,4,2
y,0.346232688,75,0,0.248981859,5401,8,0,0,0,0
y,1.006966434,70,2,0.657026092,9542,9,0,2,0,1
y,0.93344426,49,0,0.147322455,4350,3,1,0,0,0
y,0.919665459,48,1,0.699514424,3500,12,0,0,0,3
y,0.814126758,44,5,1736,,5,3,0,0,0
y,0.555067768,43,0,1.602958816,2500,12,0,2,1,0
y,0.87445022,43,0,0.337666048,7000,6,0,1,0,0
y,0.620505992,63,0,606,,5,0,0,0,0
y,1.069203116,32,3,0.117750439,3982,5,0,0,0,0
y,0.991654858,30,0,0.95229983,1760,6,1,1,0,0
